id,title,content,url,source,author,category,published_at,prediction,score,collected_at
128,Will Ukraine corruption scandal reach Volodymyr Zelenskyy?,"A drawn-out corruption affair in Ukraine has widened, with authorities now taking action against Andriy Yermak, former head of the presidential office. Will the scandal reach all the way to President Volodymyr Zelenskyy?",https://www.dw.com/en/will-ukraine-corruption-scandal-reach-volodymyr-zelenskyy/a-77161926?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-05-16T09:45:43.919843,,,2026-05-16T09:45:43.919843
129,"UK: Health Secretary Wes Streeting resigns, likely in bid to topple PM Keir Starmer","Two Labour Party politicians have positioned themselves to challenge Prime Minister Keir Starmer for the leadership. Health Secretary Wes Streeting resigned, and Angela Rayner said her tax affairs were back in order.",https://www.dw.com/en/uk-health-secretary-wes-streeting-resigns-likely-in-bid-to-topple-pm-keir-starmer/a-77161937?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.919843,,,2026-05-16T09:45:43.919843
130,Lab-grown Tyrannosaurus leather: More chicken than dinosaur?,"A handbag is as the ""world's first T. rex leather product."" But scientists are questioning its authenticity.",https://www.dw.com/en/lab-grown-tyrannosaurus-leather-more-chicken-than-dinosaur/a-77118050?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-05-16T09:45:43.919843,,,2026-05-16T09:45:43.919843
131,German intelligence offices snub US-based Palantir software,"Germany's domestic intelligence agency has reportedly chosen a data analysis system from France, instead of US-based Palantir. Civil society has welcomed the move, but says more must be done.",https://www.dw.com/en/german-intelligence-offices-snub-us-based-palantir-software/a-77160897?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-05-16T09:45:43.919843,,,2026-05-16T09:45:43.919843
132,"Who is Mario Draghi, this year's Charlemagne Prize winner?","The Charlemagne Prize honors those who advance European unity. This year's winner is Italy's Mario Draghi, a former European Central Bank chief and a key architect of European stability during a time of economic crisis.",https://www.dw.com/en/who-is-mario-draghi-this-year-s-charlemagne-prize-winner/a-77115925?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-05-16T09:45:43.919843,,,2026-05-16T09:45:43.919843
133,Latvia: Prime Minister Evika Silina resigns over handling of drone incidents after coalition ally's withdrawal,"Evika Silina says she is resigning her post, following the defense minister's resignation and the coalition government's collapse amid controversy over Ukrainian drones aimed at Russia that landed in the Baltic country.",https://www.dw.com/en/latvia-prime-minister-evika-silina-resigns-over-handling-of-drone-incidents-after-coalition-ally-s-withdrawal/a-77159518?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.919843,,,2026-05-16T09:45:43.919843
134,"Honda reports first loss since 1957 as it waters down EV strategy, but shares rise on 2026 forecasts","The Japanese carmaker pursued an aggressive switch towards electric vehicles that it's now trying to walk back. Despite posting its first loss since 1957, its share price spiked on more buoyant predictions for 2026.",https://www.dw.com/en/honda-reports-first-loss-since-1957-as-it-waters-down-ev-strategy-but-shares-rise-on-2026-forecasts/a-77158590?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.919843,,,2026-05-16T09:45:43.919843
135,"China goes electric, but can it get off coal?",The world's clean energy superpower also emits the most CO2. But coal-fired power may have peaked as China electrifies its economy with ever more renewables.,https://www.dw.com/en/china-goes-electric-but-can-it-get-off-coal/a-77147566?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Environment,2026-05-16T09:45:43.919843,,,2026-05-16T09:45:43.919843
136,'Regime change': Hungary's Magyar exposes Orban's decadence,Prime Minister Peter Magyar has taken power and laid bare his predecessor's luxurious lifestyle. Many Hungarians are keen to see Magyar chart a new political course.,https://www.dw.com/en/regime-change-hungary-s-magyar-exposes-orban-s-decadence/a-77153692?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-05-16T09:45:43.919843,,,2026-05-16T09:45:43.919843
137,US drops bond requirement for FIFA World Cup ticket holders,Fans from five African World Cup qualifying nations with valid tickets are exempt from paying a hefty bond. But fans from several other countries still face major hurdles to seeing their teams play in the United States.,https://www.dw.com/en/us-drops-bond-requirement-for-fifa-world-cup-ticket-holders/a-77155757?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.919843,,,2026-05-16T09:45:43.919843
138,Germany's shortfall in medium-range defense capabilities,The US has announced that it will not be deploying Tomahawk cruise missiles in Germany. Now the German government is looking for alternatives. Could drones be part of the solution?,https://www.dw.com/en/germany-s-shortfall-in-medium-range-defense-capabilities/a-77151793?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-05-16T09:45:43.923705,,,2026-05-16T09:45:43.923705
139,Fake TikTok fans and pop music's 'unethical' marketing,"Do indie darlings like Sombr and Geese owe their success to TikTok ""trend simulations""? The question has sent shockwaves through their fan base. Yet manipulated charts are as old as the music business itself.",https://www.dw.com/en/fake-tiktok-fans-and-pop-music-s-unethical-marketing/a-77091563?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-05-16T09:45:43.923705,,,2026-05-16T09:45:43.923705
140,Ceasefire in sight? What's next for Russia's war in Ukraine,"Four years since Russia's full-scale invasion of Ukraine, is the end finally in sight? DW spoke to US political experts about why they think US home elections could bring about a ceasefire.",https://www.dw.com/en/ceasefire-in-sight-what-s-next-for-russia-s-war-in-ukraine/a-77138367?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-05-16T09:45:43.923705,,,2026-05-16T09:45:43.923705
141,Chinas new rules give the West a new headache,"Beijing now has strong new powers to punish firms for pulling manufacturing out of China. Multinationals are increasingly caught in a web of coercion and complex rules as they try to operate across the US, EU and China.",https://www.dw.com/en/china-s-new-rules-give-the-west-a-new-headache/a-77075741?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-05-16T09:45:43.923705,,,2026-05-16T09:45:43.923705
142,Satellites add a new layer to global poverty data,A new study using satellite data finds that 58% of the global population has been assigned to the wrong tier in the UN's Human Development Index. That can have real-world consequences for how aid reaches people.,https://www.dw.com/en/satellites-add-a-new-layer-to-global-poverty-data/a-77130563?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Science,2026-05-16T09:45:43.923705,,,2026-05-16T09:45:43.923705
143,Why men are less worried than women about climate change,From petro-masculinity to electric trucks: why men disengage from climate action and what might bring them back.,https://www.dw.com/en/why-men-are-less-worried-than-women-about-climate-change/a-76779473?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Environment,2026-05-16T09:45:43.923705,,,2026-05-16T09:45:43.923705
144,EU invites Taliban members to discuss Afghan migrant returns,"The European Commission has invited officials from Afghanistan's Taliban to discuss the returns of certain migrants. It's controversial on humanitarian grounds, and because Brussels doesn't recognize Taliban authority.",https://www.dw.com/en/eu-invites-taliban-members-to-discuss-afghan-migrant-returns/a-77134268?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.923705,,,2026-05-16T09:45:43.923705
145,Hotter 2026 and El Nino could trigger extreme fires,"More than 150 million hectares  over twice the size of Texas  burned globally in the first months of 2026. With a high chance of a supercharged El Nino, the second half of the year could be even worse.",https://www.dw.com/en/hotter-2026-and-el-nino-could-trigger-extreme-fires/a-77137100?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Environment,2026-05-16T09:45:43.923705,,,2026-05-16T09:45:43.923705
146,Bundesliga: Kathleen Kruger appointed Hamburg's head of sport,Hamburg have appointed Kathleen Kruger as the club's new board member responsible for sport. She becomes the first woman to fill such a role at a Bundesliga club on a permanent basis.,https://www.dw.com/en/bundesliga-kathleen-krüger-appointed-hamburg-s-head-of-sport/a-77135968?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Sports,2026-05-16T09:45:43.923705,,,2026-05-16T09:45:43.923705
147,Sport helping displaced Lebanese living in stadium to cope,"More than a million people have been forced to flee their homes in southern Lebanon due to fighting between Israeli forces and Hezbollah. As many shelter in Beirut stadiums, sport is sometimes a welcome distraction.",https://www.dw.com/en/sport-helping-displaced-lebanese-living-in-stadium-to-cope/a-77080170?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Sports,2026-05-16T09:45:43.927402,,,2026-05-16T09:45:43.927402
148,"UK: Keir Starmer tells Cabinet he will continue in place, as four junior ministers quit","British Prime Minister Keir Starmer has met with his Cabinet amid continued pressure after election losses. A set piece speech yesterday failed to calm the waters, and four junior ministers resigned on Tuesday.",https://www.dw.com/en/uk-keir-starmer-tells-cabinet-he-will-continue-in-place-as-four-junior-ministers-quit/a-77129695?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.928215,,,2026-05-16T09:45:43.928215
149,Hijab-wearing German beauty contestant takes on the AfD,"As a Miss Germany contestant, Busra Sayed wore a hijab on stage. This had never happened before  and the far-right AfD didn't like it. Her response went viral.",https://www.dw.com/en/hijab-wearing-german-beauty-contestant-takes-on-the-afd/a-77114886?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-05-16T09:45:43.928215,,,2026-05-16T09:45:43.928215
150,What now for the role of high representative in Bosnia?,Christian Schmidt's departure as high representative in Bosnia and Herzegovina doesn't look like a routine diplomatic handover. It seems to indicate that international powers want something different from the role.,https://www.dw.com/en/what-now-for-the-role-of-high-representative-in-bosnia/a-77128190?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-05-16T09:45:43.928215,,,2026-05-16T09:45:43.928215
151,EU negotiators agree new rules on vital medicines,"A new agreement aims to tackle the drug shortages that have plagued the bloc. Among other things, it would make it easier to use public funds to support the production of essential medicines.",https://www.dw.com/en/eu-negotiators-agree-new-rules-on-vital-medicines/a-77126715?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.928215,,,2026-05-16T09:45:43.928215
152,"Ukrainian children held in Russia: militarized, 'reeducated'","A Ukrainian initiative to repatriate abducted Ukrainian children reports that at least 20,000 girls and boys are being held by Russian families and authorities. Can these children ever find their way home?",https://www.dw.com/en/ukrainian-children-held-in-russia-militarized-reeducated/a-77124356?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-05-16T09:45:43.928215,,,2026-05-16T09:45:43.928215
153,Hantavirus: How is the outbreak being contained?,"Passengers evacuated from the MV Hondius cruise ship are returning to their home countries, some with symptoms, many without. What happens to these people and what is being done to contain the spread?",https://www.dw.com/en/hantavirus-how-is-the-outbreak-being-contained/a-77122959?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Science,2026-05-16T09:45:43.928215,,,2026-05-16T09:45:43.928215
154,Architecture of remembrance and hope: Daniel Libeskind at 80,"Famous for designing the Jewish Museum Berlin and the Ground Zero project in New York, the architect has created dozens of memorable buildings worldwide.",https://www.dw.com/en/architecture-of-remembrance-and-hope-daniel-libeskind-at-80/a-19251296?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-05-16T09:45:43.928215,,,2026-05-16T09:45:43.928215
155,Hantavirus: How it differs from COVID,"In 2018-2019, the Andes virus hantavirus spread person-to-person in Argentina. Eleven people died  but it was stopped. Analysis of that outbreak shows the current one can also be stopped.",https://www.dw.com/en/hantavirus-how-it-differs-from-covid/a-77122374?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Science,2026-05-16T09:45:43.928215,,,2026-05-16T09:45:43.928215
156,Germany news: 1-in-6 retailers fear for future,"About one-in-12 German businesses worry about survival, with twice as many retailers jittery. Meanwhile in Stuttgart, five pro-Palestinian activists face trial over attacking an Israeli defense company site. Follow DW.",https://www.dw.com/en/germany-news-1-in-6-retailers-fear-for-future/live-77114178?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.928215,,,2026-05-16T09:45:43.928215
157,Ukraine: EU sanctions Russians over 'systematic unlawful deportation' of children,"The EU is sanctioning 16 individuals and seven entities over alleged child abductions. The UK also issued fresh sanctions, and Germany's defense minister visited Kyiv amid a shaky ceasefire. DW has the latest.",https://www.dw.com/en/ukraine-eu-sanctions-russians-over-systematic-unlawful-deportation-of-children/live-77121806?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.928215,,,2026-05-16T09:45:43.928215
158,UK Prime Minister Keir Starmer 'not walking away' after local election mauling,"Keir Starmer has said he takes ""responsibility"" for Labour's poor election performance, but also for putting matters right again. ""I know I have my doubters and I know I need to prove them wrong, and I will,"" he said.",https://www.dw.com/en/uk-prime-minister-keir-starmer-not-walking-away-after-local-election-mauling/a-77116149?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.928215,,,2026-05-16T09:45:43.928215
159,"Endemic, epidemic, pandemic: What's the difference?","The Andes hantavirus outbreak shows how easily disease labels are misunderstood  and why they describe patterns of spread, not how dangerous a virus is.",https://www.dw.com/en/endemic-epidemic-pandemic-what-s-the-difference/a-60295060?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Science,2026-05-16T09:45:43.928215,,,2026-05-16T09:45:43.928215
160,Somali piracy disrupts global shipping and trade routes,"As ships reroute around Africa to avoid Middle East conflict zones, piracy off Somalia is back. The resurgence is driving up insurance, transit times and security costs, putting new pressure on global supply chains.",https://www.dw.com/en/somali-piracy-disrupts-global-shipping-and-trade-routes/a-77047750?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-05-16T09:45:43.928215,,,2026-05-16T09:45:43.928215
161,Germany's businesses frustrated by economic decline,"No one had higher hopes for Friedrich Merz's chancellorship than the German business community. Now, however, early euphoria has given way to bitter disappointment.",https://www.dw.com/en/germany-s-businesses-frustrated-by-economic-decline/a-77097307?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-05-16T09:45:43.928215,,,2026-05-16T09:45:43.928215
162,Why is Hollywood missing from Cannes?,There are no US blockbusters premiering at the Cannes Film Festival this year. So who's snubbing who?,https://www.dw.com/en/why-is-hollywood-missing-from-cannes/a-77056586?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-05-16T09:45:43.928215,,,2026-05-16T09:45:43.928215
163,Could German ex-leader really negotiate Ukraine peace?,"Former German chancellor Gerhard Schroder is a controversial  and some critics would even say, unserious  choice as a negotiator on the Ukraine war. He's long been criticized for being too close to Russia.",https://www.dw.com/en/could-german-ex-leader-really-negotiate-ukraine-peace/a-77111372?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-05-16T09:45:43.928215,,,2026-05-16T09:45:43.928215
164,Germany: 'Ulm 5' on trial after attack on Israeli arms firm,Five activists have gone on trial in Germany following a break-in at the Israeli arms company Elbit Systems in Ulm. Their lawyers intend to argue they were trying to obstruct a genocide.,https://www.dw.com/en/germany-ulm-5-on-trial-after-attack-on-israeli-arms-firm/a-77038804?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-05-16T09:45:43.928215,,,2026-05-16T09:45:43.928215
165,'No comment' after Schroder named by Putin for Ukraine talks,Russian President Vladimir Putin suggested that the former German chancellor serve as a mediator in Russia-Ukraine peace talks.,https://www.dw.com/en/no-comment-after-schröder-named-by-putin-for-ukraine-talks/a-77110295?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.928215,,,2026-05-16T09:45:43.928215
166,Berlin: Fighting the city's young far-right scene,A recent police raid on Germany's neo-Nazi scene has revealed how alarmingly young some of its members are. But those targeted by this hatred are fighting back.,https://www.dw.com/en/berlin-fighting-the-city-s-young-far-right-scene/a-77098275?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-05-16T09:45:43.928215,,,2026-05-16T09:45:43.928215
167,Data centers: Critical tech infrastructure under threat,"Data centers are energy-intensive engines of growth, the backbone and hub of digitalization. Thousands of them are being built all around the world. The Iran war has shown how vulnerable societies are as a result.",https://www.dw.com/en/data-centers-critical-tech-infrastructure-under-threat/a-77106191?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-05-16T09:45:43.928215,,,2026-05-16T09:45:43.928215
168,"Antisemitism in Germany, and the CDU's search for answers","German Chancellor Friedrich Merz's CDU party has been struggling to find the right words on how it intends to protect Jewish life in the capital. A recent declaration does not go far beyond calling for ""a clear stance.""",https://www.dw.com/en/antisemitism-in-germany-and-the-cdu-s-search-for-answers/a-77096960?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-05-16T09:45:43.928215,,,2026-05-16T09:45:43.928215
169,Greek minister says mystery drone from a 'foreign state',"A Greek military source said the robot, found this week off the island of Lefkada, may have been Ukrainian. Kyiv has admitted using drones to target Russian oil tankers in the Mediterranean.",https://www.dw.com/en/greek-minister-says-mystery-drone-from-a-foreign-state/a-77107116?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.935968,,,2026-05-16T09:45:43.935968
170,Putin says he thinks Ukraine war is 'coming to an end',The Russian president made the remarks as Moscow and Kyiv observe a three-day ceasefire in their four-year conflict.,https://www.dw.com/en/putin-says-he-thinks-ukraine-war-is-coming-to-an-end/a-77106772?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.935968,,,2026-05-16T09:45:43.935968
171,New film portrays Thomas and Erika Mann  with an oddly twisted premise,"Premiering at Cannes and starring Sandra Huller, Pawel Pawlikowski's ""Fatherland"" is set during the Cold War  a complex period for the prominent anti-Nazi intellectuals.",https://www.dw.com/en/new-film-portrays-thomas-and-erika-mann-with-an-oddly-twisted-premise/a-76970827?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-05-16T09:45:43.935968,,,2026-05-16T09:45:43.935968
172,Eurovision 2026: Politics collide with a blockbuster show,Controversy over Israel's participation and boycotts unprecedented in scale are already weighing on the Eurovision Song Contest before it even kicks off in Vienna.,https://www.dw.com/en/eurovision-2026-politics-collide-with-a-blockbuster-show/a-77069828?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-05-16T09:45:43.935968,,,2026-05-16T09:45:43.935968
173,Germany's sugar tax sparks 'nanny state' debate,"Friedrich Merz's government has agreed to introduce a sugar levy on soft drinks as part of its health care reforms. Critics have called it disproportionate interference, but dozens of countries already have such a levy.",https://www.dw.com/en/germany-s-sugar-tax-sparks-nanny-state-debate/a-77083208?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-05-16T09:45:43.935968,,,2026-05-16T09:45:43.935968
174,Trump announces 3-day ceasefire between Ukraine and Russia,"The US president said both sides had agreed to halt fighting from May 9 to 11 and to exchange 1,000 prisoners each. Both Ukraine and Russia confirmed the ceasefire and prisoner exchange. Follow DW for more.",https://www.dw.com/en/trump-announces-3-day-ceasefire-between-ukraine-and-russia/live-77091251?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.935968,,,2026-05-16T09:45:43.935968
175,How real is a coup threat against Russia's president?,Increased security around Vladimir Putin and a scaling back of public appearances have given rise to suspicions of a coup or assassination attempt. Yet some observers remain skeptical.,https://www.dw.com/en/how-real-is-a-coup-threat-against-russia-s-president/a-77098085?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-05-16T09:45:43.935968,,,2026-05-16T09:45:43.935968
176,Germany's far-right AfD benefits from discontent with Merz,Never before has a German government been this unpopular after only one year in office as that of Chancellor Friedrich Merz. The far-right AfD is capitalizing on this.,https://www.dw.com/en/germany-s-far-right-afd-benefits-from-discontent-with-merz/a-77094216?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-05-16T09:45:43.935968,,,2026-05-16T09:45:43.935968
177,Celebrated broadcaster and naturalist David Attenborough turns 100,"The still-sprightly centenarian has been knighted twice, nominated for the 2022 Nobel Peace Prize, and is perhaps the world's most recognizable nature lover.",https://www.dw.com/en/celebrated-broadcaster-and-naturalist-david-attenborough-turns-100/a-76880848?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-05-16T09:45:43.935968,,,2026-05-16T09:45:43.935968
178,"""We've lived with them for 80 years"": Inside a German town that US troops could soon leave after Donald Trump's withdrawal threat","If US President Donald Trump is serious, 5,000 US soldiers could be withdrawn from Germany. This would include the Stryker Brigade in Vilseck. The town is in shock.",https://www.dw.com/en/we-ve-lived-with-them-for-80-years-inside-a-german-town-that-us-troops-could-soon-leave-after-donald-trump-s-withdrawal-threat/a-77081982?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-05-16T09:45:43.935968,,,2026-05-16T09:45:43.935968
179,World Cup 'prices will drop' but too late for traveling fans,"Among many firsts at World Cup 2026, FIFA has tried its hand at dynamic pricing and acting as a secondary seller. The tactic has seen a ticket listed for over $2 million, but many games seem undersold. What's going on?",https://www.dw.com/en/world-cup-prices-will-drop-but-too-late-for-traveling-fans/a-77064560?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Sports,2026-05-16T09:45:43.935968,,,2026-05-16T09:45:43.935968
180,Why the EU sees Chinese solar tech as a major security risk,"Europe's solar boom is powered by Chinese technology. But experts warn Chinese-made tech could threaten the continent's safety and even create blackouts. Now, Brussels is aiming to reduce its dependence.",https://www.dw.com/en/why-the-eu-sees-chinese-solar-tech-as-a-major-security-risk/a-77066865?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-05-16T09:45:43.935968,,,2026-05-16T09:45:43.935968
181,Germany news: Coalition at odds over pay rises for MPs,"German conservatives want to hold on to automatic pay increases for lawmakers, while the center-left thinks they should skip it this year in light of the economic situation. DW has more.",https://www.dw.com/en/germany-news-coalition-at-odds-over-pay-rises-for-mps/live-77073798?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.935968,,,2026-05-16T09:45:43.935968
182,Bayern Munich exit Champions League in semifinal to PSG,Holders Paris Saint-Germain are one game away from retaining the Champions League after knocking out German champions Bayern Munich. Bayern can still complete the domestic double but again miss out on the big one.,https://www.dw.com/en/bayern-munich-exit-champions-league-in-semifinal-to-psg/a-77072250?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Sports,2026-05-16T09:45:43.935968,,,2026-05-16T09:45:43.935968
183,Germany cracks down on neo-Nazi networks,Police and prosecutors have launched a nationwide crackdown on young right-wing extremists. They are alleged to have formed criminal organizations and attacked members of the left-wing scene.,https://www.dw.com/en/germany-cracks-down-on-neo-nazi-networks/a-77070868?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-05-16T09:45:43.935968,,,2026-05-16T09:45:43.935968
184,COVID pioneer BioNTech: The fall of Germany's pandemic hero,"BioNTech, once celebrated for its COVID-19 vaccines, is grappling with falling demand, restructuring and the departure of its founders. Can its ambitious cancer trials turn it from a one-hit wonder into a biotech giant?",https://www.dw.com/en/covid-pioneer-biontech-the-fall-of-germany-s-pandemic-hero/a-77061364?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-05-16T09:45:43.935968,,,2026-05-16T09:45:43.935968
185,Venice Biennale in crisis: The controversies explained,"Following the resignation of the jury over Russia's and Israel's disputed participation, the traditional Golden Lion will not be awarded this year.",https://www.dw.com/en/venice-biennale-in-crisis-the-controversies-explained/a-76807499?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-05-16T09:45:43.935968,,,2026-05-16T09:45:43.935968
186,Hungary's new government pushes for euro by 2030,"Hungary's new leadership wants the country to adopt the euro by the end of the decade while repairing strained ties with Brussels. But with a weak economy and tight deadlines, experts warn the path will be steep.",https://www.dw.com/en/hungary-s-new-government-pushes-for-euro-by-2030/a-77053959?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-05-16T09:45:43.935968,,,2026-05-16T09:45:43.935968
187,What the Strait of Hormuz fuel crisis means for air travel,Does travel insurance cover flight cancellations caused by the Iran war? Travelers could face major disruption as the jet fuel crisis threatens summer flights.,https://www.dw.com/en/what-the-strait-of-hormuz-fuel-crisis-means-for-air-travel/a-77047977?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-05-16T09:45:43.943674,,,2026-05-16T09:45:43.943674
188,How Rosalia became a global pop force,"From a small town in Spain to sold-out global arenas, Spanish singer Rosalia has built her career with precision rather than luck. How did she do it?",https://www.dw.com/en/how-rosalia-became-a-global-pop-force/a-77052783?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-05-16T09:45:43.945085,,,2026-05-16T09:45:43.945085
189,Germany: Who is CDU parliamentary leader Jens Spahn?,"CDU firebrand, ex-health minister, and leader of his party's parliamentary group, Jens Spahn has been dogged by controversy. But his ambition is undimmed.",https://www.dw.com/en/germany-who-is-cdu-parliamentary-leader-jens-spahn/a-77056956?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-05-16T09:45:43.945637,,,2026-05-16T09:45:43.945637
190,Germany prepares for mission in the Strait of Hormuz,The German minesweeper Fulda has set course for the Mediterranean. The German armed forces may assist in clearing mines in the Strait of Hormuz  although only under certain conditions.,https://www.dw.com/en/germany-prepares-for-mission-in-the-strait-of-hormuz/a-77054325?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-05-16T09:45:43.945637,,,2026-05-16T09:45:43.945637
191,"Germany: BioNTech shutting down COVID vaccine production entirely, 1,860 jobs at risk","The German company that pioneered one of the first mRNA coronavirus vaccines is halting production, handing the reins to partner Pfizer. BioNTech is restructuring to focus on research and illnesses like cancer.",https://www.dw.com/en/germany-biontech-shutting-down-covid-vaccine-production-entirely-1-860-jobs-at-risk/a-77055320?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.946889,,,2026-05-16T09:45:43.946889
192,Germany: Difficult first year for Chancellor Friedrich Merz,"A year after taking office, Germany's federal leadership is struggling with the drudgery of coalition governance. Whenever there are problems, the coalition partners are blamed. Or US President Donald Trump.",https://www.dw.com/en/germany-difficult-first-year-for-chancellor-friedrich-merz/a-77053478?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-05-16T09:45:43.946889,,,2026-05-16T09:45:43.946889
193,What is hantavirus?,"Three people have died on a cruise ship in the Atlantic, reportedly from hantavirus. The dangerous Andes strain has been confirmed in two cases. What are the symptoms, and how is it transmitted?",https://www.dw.com/en/what-is-hantavirus/a-77047777?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Science,2026-05-16T09:45:43.946889,,,2026-05-16T09:45:43.946889
194,The sea that is vanishing in real time,"The world's largest inland body of water is retreating at an alarming speed. From stranded buildings to vanishing habitats, scientists warn the Caspian Sea may be approaching a tipping point.",https://www.dw.com/en/the-sea-that-is-vanishing-in-real-time/a-76813409?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Environment,2026-05-16T09:45:43.946889,,,2026-05-16T09:45:43.946889
195,From India to Iran: How Hitler redefined 'Aryan' for the Nazis,"According to Nazi ideology, an ideal ""Aryan"" was blond, blue-eyed with athletic features. The term is still tied to Nazi Germany, but its origin lies elsewhere.",https://www.dw.com/en/from-india-to-iran-how-hitler-redefined-aryan-for-the-nazis/a-77046616?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-05-16T09:45:43.946889,,,2026-05-16T09:45:43.946889
196,Dubai's image as a financial hub faces its biggest test yet,"Amid the smoldering Iran war, wealthy elites are quietly shifting capital and other assets out of Dubai and heading to Singapore and Switzerland. Just how resilient is the emirate's safe-haven reputation?",https://www.dw.com/en/dubai-s-image-as-a-financial-hub-faces-its-biggest-test-yet/a-76959753?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-05-16T09:45:43.946889,,,2026-05-16T09:45:43.946889
197,Why Saudi Arabia is withdrawing from sport,"There are few major sports left that are not supported by investment from Saudi Arabia. But with the kingdom pulling out of golf and canceling planned events and contracts elsewhere, is the Saudi sports era over?",https://www.dw.com/en/why-saudi-arabia-is-withdrawing-from-sport/a-77032858?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Sports,2026-05-16T09:45:43.948771,,,2026-05-16T09:45:43.948771
